dataset,method,n,score,budget,kv_byte_ratio,kv_mb_sent,ctx_tokens_A,query_tokens_B,output_tokens,t_a_prefill,t_receiver_score,t_generate_total,t_total,peak_mem_gb,run_dir
multifieldqa_en,B-ReKV t=0.95 s=0.75 w8,3,0.666667,0.1646,0.1646,216.762,10434.666667,68.333333,15.333333,1.866495,0.219102,0.545995,2.674556,35.351556,snapshots/cost_profile/pair1_llama31_same/multifieldqa_en/coverage/cov_t0.95_s0.75_w8_cost_0630_1648
multifieldqa_en,B-ReKV t=0.95 s=0.85 w8,3,0.666667,0.182223,0.182223,240.035,10434.666667,68.333333,15.333333,1.896291,0.344295,0.889854,3.201586,35.36892,snapshots/cost_profile/pair1_llama31_same/multifieldqa_en/coverage/cov_t0.95_s0.85_w8_cost_0630_1649
multifieldqa_en,KVComm top=0.3,3,0.333333,0.281321,0.281321,366.934,10434.666667,68.333333,17.666667,1.857151,0.0,0.638749,2.525743,34.603425,snapshots/cost_profile/pair1_llama31_same/multifieldqa_en/kvcomm/kvcomm_top0.3_cost_0630_1642
multifieldqa_en,ReKV-w16 r=0.3,3,0.666667,0.321896,0.321896,419.865,10434.666667,68.333333,12.0,1.88554,0.188926,0.601453,2.727356,35.559693,snapshots/cost_profile/pair1_llama31_same/multifieldqa_en/mtc_receiver/recv_w16_r0.3_cost_0630_1647
multifieldqa_en,ReKV-w8 r=0.3,3,0.666667,0.321896,0.321896,419.865,10434.666667,68.333333,12.0,1.900982,0.282268,0.855082,3.132024,35.559693,snapshots/cost_profile/pair1_llama31_same/multifieldqa_en/mtc_receiver/recv_w8_r0.3_cost_0630_1646
