policy,pair,task,selected_ratio,score,actual_budget,total_bytes,a_to_b_bytes,b_to_a_bytes,per_task_best_score,relative_per_task_best_regret
Fixed 0.4,pair6_llama32_abliterated_deepseek3b,qasper,0.4,0.3,0.421425988,237105968.2,235729256.2,1376712.0,0.302,0.006622516556291397
Fixed 0.4,pair6_llama32_abliterated_deepseek3b,musique,0.4,0.346,0.421429592,18442242.6,17065530.6,1376712.0,0.404,0.1435643564356437
Fixed 0.4,pair6_llama32_abliterated_deepseek3b,multifieldqa_en,0.4,0.49333333333333335,0.42144092000000005,337658241.3333333,336281529.3333333,1376712.0,0.49333333333333335,0.0
Fixed 0.4,pair6_llama32_abliterated_deepseek3b,twowikimqa,0.4,0.4,0.42143416,348576678.0,347199966.0,1376712.0,0.41,0.02439024390243891
Fixed 0.4,pair6_llama32_abliterated_deepseek3b,tmath,0.4,0.3271339933333333,0.42141778,10923897.666666666,9547185.666666666,1376712.0,0.33793254666666667,0.03195475972897318
Fixed 0.4,pair7_qwen25_uncensored_bespoke,countries,0.4,0.46,0.4216548849999999,3057594.42,1451506.42,1606088.0,0.495,0.07070707070707066
Fixed 0.4,pair7_qwen25_uncensored_bespoke,tipsheets,0.4,0.908,0.42137579399999997,4340892.648,2734804.648,1606088.0,0.95,0.0442105263157894
Fixed 0.4,pair7_qwen25_uncensored_bespoke,hotpotqa,0.4,0.404,0.42136726599999996,4997581.896,3391493.896,1606088.0,0.466,0.13304721030042918
Fixed 0.4,pair7_qwen25_uncensored_bespoke,qasper,0.4,0.21,0.4214225,122386358.208,120780270.208,1606088.0,0.204,-0.02941176470588238
Fixed 0.4,pair7_qwen25_uncensored_bespoke,musique,0.4,0.286,0.421431432,11032169.16,9426081.16,1606088.0,0.332,0.13855421686747
Fixed 0.4,pair7_qwen25_uncensored_bespoke,multifieldqa_en,0.4,0.38,0.42142562,175972428.48,174366340.48,1606088.0,0.38,0.0
Fixed 0.4,pair7_qwen25_uncensored_bespoke,twowikimqa,0.4,0.175,0.42144011500000006,185003294.16,183397206.16,1606088.0,0.175,0.0
Fixed 0.4,pair7_qwen25_uncensored_bespoke,tmath,0.4,0.3340120833333333,0.42133038,6890193.48,5284105.48,1606088.0,0.3312985833333333,-0.008190496840337739
Fixed 0.5,pair1_llama31_same,countries,0.5,0.59,0.516051925,6548111.5,4450439.5,2097672.0,0.585,-0.008547008547008555
Fixed 0.5,pair1_llama31_same,tipsheets,0.5,0.872,0.51558912,10015559.4,7917887.4,2097672.0,0.902,0.033259423503325974
Fixed 0.5,pair1_llama31_same,qasper,0.5,0.324,0.515611496,333405347.2,331307675.2,2097672.0,0.316,-0.025316455696202556
Fixed 0.5,pair1_llama31_same,multifieldqa_en,0.5,0.5,0.5156132866666667,474004192.6666667,471906520.6666667,2097672.0,0.5133333333333333,0.025974025974025927
Fixed 0.5,pair1_llama31_same,twowikimqa,0.5,0.415,0.51561609,489271308.0,487173636.0,2097672.0,0.415,0.0
Fixed 0.5,pair1_llama31_same,tmath,0.5,0.3632812,0.5156143666666667,17138746.333333332,15041074.333333334,2097672.0,0.3608801166666667,-0.006653409878913153
Fixed 0.5,pair2_llama32_same,countries,0.5,0.565,0.5182822149999999,5287675.5,3910963.5,1376712.0,0.58,0.025862068965517265
Fixed 0.5,pair2_llama32_same,tipsheets,0.5,0.6,0.517821382,8334857.0,6958145.0,1376712.0,0.714,0.15966386554621848
Fixed 0.5,pair2_llama32_same,hotpotqa,0.5,0.666,0.518023516,9744994.6,8368282.6,1376712.0,0.682,0.02346041055718477
Fixed 0.5,pair2_llama32_same,qasper,0.5,0.324,0.517843642,292525922.4,291149210.4,1376712.0,0.324,0.0
Fixed 0.5,pair2_llama32_same,musique,0.5,0.33,0.5179089699999999,23833324.4,22456612.4,1376712.0,0.342,0.03508771929824564
Fixed 0.5,pair2_llama32_same,multifieldqa_en,0.5,0.5,0.5178454333333333,416082467.3333333,414705755.3333333,1376712.0,0.52,0.03846153846153849
Fixed 0.5,pair2_llama32_same,twowikimqa,0.5,0.395,0.517848225,429499034.0,428122322.0,1376712.0,0.4,0.012500000000000011
Fixed 0.5,pair2_llama32_same,tmath,0.5,0.3545547433333333,0.5178464866666667,14594627.666666666,13217915.666666666,1376712.0,0.3601894133333333,0.015643630244027925
Fixed 0.5,pair3_qwen25_7b_same,countries,0.5,0.285,0.5167529750000002,3385032.06,1778944.06,1606088.0,0.365,0.21917808219178087
Fixed 0.5,pair3_qwen25_7b_same,tipsheets,0.5,0.914,0.5180052780000001,4967955.12,3361867.12,1606088.0,0.934,0.021413276231263403
Fixed 0.5,pair3_qwen25_7b_same,hotpotqa,0.5,0.61,0.5178959980000002,5774789.208,4168701.208,1606088.0,0.652,0.06441717791411049
Fixed 0.5,pair3_qwen25_7b_same,qasper,0.5,0.326,0.517865804,150025862.496,148419774.496,1606088.0,0.336,0.029761904761904788
Fixed 0.5,pair3_qwen25_7b_same,musique,0.5,0.372,0.51782897,13188271.224,11582183.224,1606088.0,0.372,0.0
Fixed 0.5,pair3_qwen25_7b_same,multifieldqa_en,0.5,0.5,0.51786798,215872173.12,214266085.12,1606088.0,0.5266666666666666,0.05063291139240497
Fixed 0.5,pair3_qwen25_7b_same,twowikimqa,0.5,0.445,0.5178581100000001,226965452.7,225359364.7,1606088.0,0.46,0.03260869565217394
Fixed 0.5,pair3_qwen25_7b_same,tmath,0.5,0.3175675333333334,0.5178614533333334,8101324.92,6495236.92,1606088.0,0.3214439,0.012059232316017292
Fixed 0.5,pair4_falcon3_7b_same,countries,0.5,0.415,0.51826859,3774755.0,2398043.0,1376712.0,0.405,-0.024691358024691242
Fixed 0.5,pair4_falcon3_7b_same,tipsheets,0.5,0.926,0.51778237,7108588.0,5731876.0,1376712.0,0.928,0.002155172413793105
Fixed 0.5,pair4_falcon3_7b_same,hotpotqa,0.5,0.584,0.51767673,8697698.8,7320986.8,1376712.0,0.6,0.026666666666666693
Fixed 0.5,pair4_falcon3_7b_same,qasper,0.5,0.23,0.5178617620000001,307319895.0,305943183.0,1376712.0,0.238,0.033613445378151176
Fixed 0.5,pair4_falcon3_7b_same,musique,0.5,0.368,0.5178392220000001,23411762.4,22035050.4,1376712.0,0.402,0.08457711442786077
Fixed 0.5,pair4_falcon3_7b_same,multifieldqa_en,0.5,0.44666666666666666,0.5178525533333332,447025058.0,445648346.0,1376712.0,0.43333333333333335,-0.03076923076923071
Fixed 0.5,pair4_falcon3_7b_same,twowikimqa,0.5,0.415,0.51785891,453673515.5,452296803.5,1376712.0,0.4,-0.037499999999999895
Fixed 0.5,pair4_falcon3_7b_same,tmath,0.5,0.3025511966666667,0.5181497833333333,13981035.333333334,12604323.333333334,1376712.0,0.30103694,-0.005030135725757489
Fixed 0.5,pair5_evolcodellama_toolace,countries,0.5,0.595,0.516051925,6548111.5,4450439.5,2097672.0,0.59,-0.00847457627118645
Fixed 0.5,pair5_evolcodellama_toolace,tipsheets,0.5,0.908,0.51558912,10015559.4,7917887.4,2097672.0,0.916,0.00873362445414848
Fixed 0.5,pair5_evolcodellama_toolace,hotpotqa,0.5,0.596,0.51579219,11620233.8,9522561.8,2097672.0,0.608,0.019736842105263178
Fixed 0.5,pair5_evolcodellama_toolace,qasper,0.5,0.226,0.515611496,333405347.2,331307675.2,2097672.0,0.24,0.05833333333333327
Fixed 0.5,pair5_evolcodellama_toolace,musique,0.5,0.31,0.5156771240000001,27651766.8,25554094.8,2097672.0,0.338,0.0828402366863906
Fixed 0.5,pair5_evolcodellama_toolace,multifieldqa_en,0.5,0.5733333333333334,0.5156132866666667,474004192.6666667,471906520.6666667,2097672.0,0.56,-0.023809523809523763
Fixed 0.5,pair5_evolcodellama_toolace,twowikimqa,0.5,0.35,0.51561609,489271308.0,487173636.0,2097672.0,0.39,0.10256410256410266
Fixed 0.5,pair5_evolcodellama_toolace,tmath,0.5,0.36450156,0.5156143666666667,17138746.333333332,15041074.333333334,2097672.0,0.37097900666666667,0.017460412989047658
Fixed 0.5,pair6_llama32_abliterated_deepseek3b,countries,0.5,0.545,0.517385835,3796444.0,2419732.0,1376712.0,0.545,0.0
Fixed 0.5,pair6_llama32_abliterated_deepseek3b,tipsheets,0.5,0.614,0.517740506,6847500.0,5470788.0,1376712.0,0.694,0.11527377521613828
Fixed 0.5,pair6_llama32_abliterated_deepseek3b,hotpotqa,0.5,0.692,0.5179280559999999,8256087.8,6879375.8,1376712.0,0.696,0.005747126436781614
Fixed 0.5,pair6_llama32_abliterated_deepseek3b,qasper,0.5,0.308,0.5178685360000002,291048085.6,289671373.6,1376712.0,0.302,-0.01986754966887419
Fixed 0.5,pair6_llama32_abliterated_deepseek3b,musique,0.5,0.37,0.5178189440000001,22343310.6,20966598.6,1376712.0,0.404,0.08415841584158423
Fixed 0.5,pair6_llama32_abliterated_deepseek3b,multifieldqa_en,0.5,0.4866666666666667,0.5178368,414591051.3333333,413214339.3333333,1376712.0,0.49333333333333335,0.013513513513513488
Fixed 0.5,pair6_llama32_abliterated_deepseek3b,twowikimqa,0.5,0.415,0.5178631600000001,428021640.0,426644928.0,1376712.0,0.41,-0.012195121951219523
Fixed 0.5,pair6_llama32_abliterated_deepseek3b,tmath,0.5,0.33213834666666664,0.5177777933333334,13106532.666666666,11729820.666666666,1376712.0,0.33793254666666667,0.01714602531526911
Fixed 0.5,pair7_qwen25_uncensored_bespoke,countries,0.5,0.5,0.5167529750000002,3385032.06,1778944.06,1606088.0,0.495,-0.01010101010101011
Fixed 0.5,pair7_qwen25_uncensored_bespoke,tipsheets,0.5,0.938,0.5180052780000001,4967955.12,3361867.12,1606088.0,0.95,0.012631578947368433
Fixed 0.5,pair7_qwen25_uncensored_bespoke,hotpotqa,0.5,0.442,0.5178959980000002,5774789.208,4168701.208,1606088.0,0.466,0.05150214592274682
Fixed 0.5,pair7_qwen25_uncensored_bespoke,qasper,0.5,0.22,0.517865804,150025862.496,148419774.496,1606088.0,0.204,-0.07843137254901968
Fixed 0.5,pair7_qwen25_uncensored_bespoke,musique,0.5,0.3,0.51782897,13188271.224,11582183.224,1606088.0,0.332,0.09638554216867477
Fixed 0.5,pair7_qwen25_uncensored_bespoke,multifieldqa_en,0.5,0.37333333333333335,0.51786798,215872173.12,214266085.12,1606088.0,0.38,0.017543859649122775
Fixed 0.5,pair7_qwen25_uncensored_bespoke,twowikimqa,0.5,0.21,0.5178581100000001,226965452.7,225359364.7,1606088.0,0.175,-0.20000000000000004
Fixed 0.5,pair7_qwen25_uncensored_bespoke,tmath,0.5,0.3331211433333333,0.5178614533333334,8101324.92,6495236.92,1606088.0,0.3312985833333333,-0.0055012610729043634
Fixed 0.6,pair1_llama31_same,countries,0.6,0.585,0.6122411499999999,7378074.5,5280402.5,2097672.0,0.585,0.0
Fixed 0.6,pair1_llama31_same,tipsheets,0.6,0.902,0.6124680339999999,11502883.6,9405211.6,2097672.0,0.902,0.0
Fixed 0.6,pair1_llama31_same,qasper,0.6,0.316,0.6125026880000001,395657910.4,393560238.4,2097672.0,0.316,0.0
Fixed 0.6,pair1_llama31_same,multifieldqa_en,0.6,0.5466666666666666,0.6124878933333332,562664916.0,560567244.0,2097672.0,0.5133333333333333,-0.06493506493506493
Fixed 0.6,pair1_llama31_same,twowikimqa,0.6,0.415,0.6124945549999999,580803008.5,578705336.5,2097672.0,0.415,0.0
Fixed 0.6,pair1_llama31_same,tmath,0.6,0.3608801166666667,0.6125102066666667,19965450.333333332,17867778.333333332,2097672.0,0.3608801166666667,0.0
Fixed 0.6,pair2_llama32_same,countries,0.6,0.58,0.614028295,6010546.5,4633834.5,1376712.0,0.58,0.0
Fixed 0.6,pair2_llama32_same,tipsheets,0.6,0.714,0.6142539039999999,9630268.4,8253556.4,1376712.0,0.714,0.0
Fixed 0.6,pair2_llama32_same,hotpotqa,0.6,0.682,0.614417108,11301658.0,9924946.0,1376712.0,0.682,0.0
Fixed 0.6,pair2_llama32_same,qasper,0.6,0.324,0.6142884180000001,346745896.8,345369184.8,1376712.0,0.324,0.0
Fixed 0.6,pair2_llama32_same,musique,0.6,0.342,0.614281306,28011585.2,26634873.2,1376712.0,0.342,0.0
Fixed 0.6,pair2_llama32_same,multifieldqa_en,0.6,0.5,0.6142736866666667,493303097.3333333,491926385.3333333,1376712.0,0.52,0.03846153846153849
Fixed 0.6,pair2_llama32_same,twowikimqa,0.6,0.4,0.614280325,509220192.5,507843480.5,1376712.0,0.4,0.0
Fixed 0.6,pair2_llama32_same,tmath,0.6,0.3601894133333333,0.6142958833333334,17056595.666666668,15679883.666666666,1376712.0,0.3601894133333333,0.0
Fixed 0.6,pair3_qwen25_7b_same,countries,0.6,0.365,0.6140593,3719949.24,2113861.24,1606088.0,0.365,0.0
Fixed 0.6,pair3_qwen25_7b_same,tipsheets,0.6,0.934,0.6143386319999999,5593133.856,3987045.856,1606088.0,0.934,0.0
Fixed 0.6,pair3_qwen25_7b_same,hotpotqa,0.6,0.652,0.6143471199999999,6550777.632,4944689.632,1606088.0,0.652,0.0
Fixed 0.6,pair3_qwen25_7b_same,qasper,0.6,0.336,0.614291874,177660712.848,176054624.848,1606088.0,0.336,0.0
Fixed 0.6,pair3_qwen25_7b_same,musique,0.6,0.372,0.614282958,15345702.984,13739614.984,1606088.0,0.372,0.0
Fixed 0.6,pair3_qwen25_7b_same,multifieldqa_en,0.6,0.4666666666666667,0.61428884,255767116.08,254161028.08,1606088.0,0.5266666666666666,0.11392405063291129
Fixed 0.6,pair3_qwen25_7b_same,twowikimqa,0.6,0.46,0.61427428,268925395.08,267319307.08,1606088.0,0.46,0.0
Fixed 0.6,pair3_qwen25_7b_same,tmath,0.6,0.3214439,0.6143839933333334,9311532.96,7705444.96,1606088.0,0.3214439,0.0
Fixed 0.6,pair4_falcon3_7b_same,countries,0.6,0.405,0.6139609100000001,4217555.0,2840843.0,1376712.0,0.405,0.0
Fixed 0.6,pair4_falcon3_7b_same,tipsheets,0.6,0.928,0.614172128,8176178.8,6799466.8,1376712.0,0.928,0.0
Fixed 0.6,pair4_falcon3_7b_same,hotpotqa,0.6,0.6,0.614123698,10062851.2,8686139.2,1376712.0,0.6,0.0
Fixed 0.6,pair4_falcon3_7b_same,qasper,0.6,0.238,0.6142873360000001,364284786.6,362908074.6,1376712.0,0.238,0.0
Fixed 0.6,pair4_falcon3_7b_same,musique,0.6,0.402,0.6142519999999999,27512090.4,26135378.4,1376712.0,0.402,0.0
Fixed 0.6,pair4_falcon3_7b_same,multifieldqa_en,0.6,0.4533333333333333,0.6142905333333333,530013896.0,528637184.0,1376712.0,0.43333333333333335,-0.046153846153846066
Fixed 0.6,pair4_falcon3_7b_same,twowikimqa,0.6,0.4,0.614279425,537892968.5,536516256.5,1376712.0,0.4,0.0
Fixed 0.6,pair4_falcon3_7b_same,tmath,0.6,0.30103694,0.61428933,16321233.333333334,14944521.333333334,1376712.0,0.30103694,0.0
Fixed 0.6,pair5_evolcodellama_toolace,countries,0.6,0.59,0.6122411499999999,7378074.5,5280402.5,2097672.0,0.59,0.0
Fixed 0.6,pair5_evolcodellama_toolace,tipsheets,0.6,0.916,0.6124680339999999,11502883.6,9405211.6,2097672.0,0.916,0.0
Fixed 0.6,pair5_evolcodellama_toolace,hotpotqa,0.6,0.608,0.612631966,13407514.0,11309842.0,2097672.0,0.608,0.0
Fixed 0.6,pair5_evolcodellama_toolace,qasper,0.6,0.24,0.6125026880000001,395657910.4,393560238.4,2097672.0,0.24,0.0
Fixed 0.6,pair5_evolcodellama_toolace,musique,0.6,0.338,0.6124955299999999,32449029.2,30351357.2,2097672.0,0.338,0.0
Fixed 0.6,pair5_evolcodellama_toolace,multifieldqa_en,0.6,0.5466666666666666,0.6124878933333332,562664916.0,560567244.0,2097672.0,0.56,0.02380952380952396
Fixed 0.6,pair5_evolcodellama_toolace,twowikimqa,0.6,0.39,0.6124945549999999,580803008.5,578705336.5,2097672.0,0.39,0.0
Fixed 0.6,pair5_evolcodellama_toolace,tmath,0.6,0.37097900666666667,0.6125102066666667,19965450.333333332,17867778.333333332,2097672.0,0.37097900666666667,0.0
Fixed 0.6,pair6_llama32_abliterated_deepseek3b,countries,0.6,0.545,0.6138358500000001,4247546.5,2870834.5,1376712.0,0.545,0.0
Fixed 0.6,pair6_llama32_abliterated_deepseek3b,tipsheets,0.6,0.694,0.6142487739999999,7867268.4,6490556.4,1376712.0,0.694,0.0
Fixed 0.6,pair6_llama32_abliterated_deepseek3b,hotpotqa,0.6,0.696,0.614444116,9538658.0,8161946.0,1376712.0,0.696,0.0
Fixed 0.6,pair6_llama32_abliterated_deepseek3b,qasper,0.6,0.302,0.614288486,344982896.8,343606184.8,1376712.0,0.302,0.0
Fixed 0.6,pair6_llama32_abliterated_deepseek3b,musique,0.6,0.404,0.614284792,26248585.2,24871873.2,1376712.0,0.404,0.0
Fixed 0.6,pair6_llama32_abliterated_deepseek3b,multifieldqa_en,0.6,0.49333333333333335,0.6142735466666667,491540097.3333333,490163385.3333333,1376712.0,0.49333333333333335,0.0
Fixed 0.6,pair6_llama32_abliterated_deepseek3b,twowikimqa,0.6,0.41,0.6142802599999999,507457192.5,506080480.5,1376712.0,0.41,0.0
Fixed 0.6,pair6_llama32_abliterated_deepseek3b,tmath,0.6,0.33793254666666667,0.6142966033333334,15293595.666666666,13916883.666666666,1376712.0,0.33793254666666667,0.0
Fixed 0.6,pair7_qwen25_uncensored_bespoke,countries,0.6,0.495,0.6140593,3719949.24,2113861.24,1606088.0,0.495,0.0
Fixed 0.6,pair7_qwen25_uncensored_bespoke,tipsheets,0.6,0.95,0.6143386319999999,5593133.856,3987045.856,1606088.0,0.95,0.0
Fixed 0.6,pair7_qwen25_uncensored_bespoke,hotpotqa,0.6,0.466,0.6143471199999999,6550777.632,4944689.632,1606088.0,0.466,0.0
Fixed 0.6,pair7_qwen25_uncensored_bespoke,qasper,0.6,0.204,0.614291874,177660712.848,176054624.848,1606088.0,0.204,0.0
Fixed 0.6,pair7_qwen25_uncensored_bespoke,musique,0.6,0.332,0.614282958,15345702.984,13739614.984,1606088.0,0.332,0.0
Fixed 0.6,pair7_qwen25_uncensored_bespoke,multifieldqa_en,0.6,0.41333333333333333,0.61428884,255767116.08,254161028.08,1606088.0,0.38,-0.08771929824561402
Fixed 0.6,pair7_qwen25_uncensored_bespoke,twowikimqa,0.6,0.175,0.61427428,268925395.08,267319307.08,1606088.0,0.175,0.0
Fixed 0.6,pair7_qwen25_uncensored_bespoke,tmath,0.6,0.3312985833333333,0.6143839933333334,9311532.96,7705444.96,1606088.0,0.3312985833333333,0.0
Dev-selected Fixed,pair1_llama31_same,countries,0.6,0.585,0.6122411499999999,7378074.5,5280402.5,2097672.0,0.585,0.0
Dev-selected Fixed,pair1_llama31_same,tipsheets,0.6,0.902,0.6124680339999999,11502883.6,9405211.6,2097672.0,0.902,0.0
Dev-selected Fixed,pair1_llama31_same,qasper,0.6,0.316,0.6125026880000001,395657910.4,393560238.4,2097672.0,0.316,0.0
Dev-selected Fixed,pair1_llama31_same,multifieldqa_en,0.6,0.5466666666666666,0.6124878933333332,562664916.0,560567244.0,2097672.0,0.5133333333333333,-0.06493506493506493
Dev-selected Fixed,pair1_llama31_same,twowikimqa,0.6,0.415,0.6124945549999999,580803008.5,578705336.5,2097672.0,0.415,0.0
Dev-selected Fixed,pair1_llama31_same,tmath,0.6,0.3608801166666667,0.6125102066666667,19965450.333333332,17867778.333333332,2097672.0,0.3608801166666667,0.0
Dev-selected Fixed,pair2_llama32_same,countries,0.6,0.58,0.614028295,6010546.5,4633834.5,1376712.0,0.58,0.0
Dev-selected Fixed,pair2_llama32_same,tipsheets,0.6,0.714,0.6142539039999999,9630268.4,8253556.4,1376712.0,0.714,0.0
Dev-selected Fixed,pair2_llama32_same,hotpotqa,0.6,0.682,0.614417108,11301658.0,9924946.0,1376712.0,0.682,0.0
Dev-selected Fixed,pair2_llama32_same,qasper,0.6,0.324,0.6142884180000001,346745896.8,345369184.8,1376712.0,0.324,0.0
Dev-selected Fixed,pair2_llama32_same,musique,0.6,0.342,0.614281306,28011585.2,26634873.2,1376712.0,0.342,0.0
Dev-selected Fixed,pair2_llama32_same,multifieldqa_en,0.6,0.5,0.6142736866666667,493303097.3333333,491926385.3333333,1376712.0,0.52,0.03846153846153849
Dev-selected Fixed,pair2_llama32_same,twowikimqa,0.6,0.4,0.614280325,509220192.5,507843480.5,1376712.0,0.4,0.0
Dev-selected Fixed,pair2_llama32_same,tmath,0.6,0.3601894133333333,0.6142958833333334,17056595.666666668,15679883.666666666,1376712.0,0.3601894133333333,0.0
Dev-selected Fixed,pair3_qwen25_7b_same,countries,0.6,0.365,0.6140593,3719949.24,2113861.24,1606088.0,0.365,0.0
Dev-selected Fixed,pair3_qwen25_7b_same,tipsheets,0.6,0.934,0.6143386319999999,5593133.856,3987045.856,1606088.0,0.934,0.0
Dev-selected Fixed,pair3_qwen25_7b_same,hotpotqa,0.6,0.652,0.6143471199999999,6550777.632,4944689.632,1606088.0,0.652,0.0
Dev-selected Fixed,pair3_qwen25_7b_same,qasper,0.6,0.336,0.614291874,177660712.848,176054624.848,1606088.0,0.336,0.0
Dev-selected Fixed,pair3_qwen25_7b_same,musique,0.6,0.372,0.614282958,15345702.984,13739614.984,1606088.0,0.372,0.0
Dev-selected Fixed,pair3_qwen25_7b_same,multifieldqa_en,0.6,0.4666666666666667,0.61428884,255767116.08,254161028.08,1606088.0,0.5266666666666666,0.11392405063291129
Dev-selected Fixed,pair3_qwen25_7b_same,twowikimqa,0.6,0.46,0.61427428,268925395.08,267319307.08,1606088.0,0.46,0.0
Dev-selected Fixed,pair3_qwen25_7b_same,tmath,0.6,0.3214439,0.6143839933333334,9311532.96,7705444.96,1606088.0,0.3214439,0.0
Dev-selected Fixed,pair4_falcon3_7b_same,countries,0.6,0.405,0.6139609100000001,4217555.0,2840843.0,1376712.0,0.405,0.0
Dev-selected Fixed,pair4_falcon3_7b_same,tipsheets,0.6,0.928,0.614172128,8176178.8,6799466.8,1376712.0,0.928,0.0
Dev-selected Fixed,pair4_falcon3_7b_same,hotpotqa,0.6,0.6,0.614123698,10062851.2,8686139.2,1376712.0,0.6,0.0
Dev-selected Fixed,pair4_falcon3_7b_same,qasper,0.6,0.238,0.6142873360000001,364284786.6,362908074.6,1376712.0,0.238,0.0
Dev-selected Fixed,pair4_falcon3_7b_same,musique,0.6,0.402,0.6142519999999999,27512090.4,26135378.4,1376712.0,0.402,0.0
Dev-selected Fixed,pair4_falcon3_7b_same,multifieldqa_en,0.6,0.4533333333333333,0.6142905333333333,530013896.0,528637184.0,1376712.0,0.43333333333333335,-0.046153846153846066
Dev-selected Fixed,pair4_falcon3_7b_same,twowikimqa,0.6,0.4,0.614279425,537892968.5,536516256.5,1376712.0,0.4,0.0
Dev-selected Fixed,pair4_falcon3_7b_same,tmath,0.6,0.30103694,0.61428933,16321233.333333334,14944521.333333334,1376712.0,0.30103694,0.0
Dev-selected Fixed,pair5_evolcodellama_toolace,countries,0.6,0.59,0.6122411499999999,7378074.5,5280402.5,2097672.0,0.59,0.0
Dev-selected Fixed,pair5_evolcodellama_toolace,tipsheets,0.6,0.916,0.6124680339999999,11502883.6,9405211.6,2097672.0,0.916,0.0
Dev-selected Fixed,pair5_evolcodellama_toolace,hotpotqa,0.6,0.608,0.612631966,13407514.0,11309842.0,2097672.0,0.608,0.0
Dev-selected Fixed,pair5_evolcodellama_toolace,qasper,0.6,0.24,0.6125026880000001,395657910.4,393560238.4,2097672.0,0.24,0.0
Dev-selected Fixed,pair5_evolcodellama_toolace,musique,0.6,0.338,0.6124955299999999,32449029.2,30351357.2,2097672.0,0.338,0.0
Dev-selected Fixed,pair5_evolcodellama_toolace,multifieldqa_en,0.6,0.5466666666666666,0.6124878933333332,562664916.0,560567244.0,2097672.0,0.56,0.02380952380952396
Dev-selected Fixed,pair5_evolcodellama_toolace,twowikimqa,0.6,0.39,0.6124945549999999,580803008.5,578705336.5,2097672.0,0.39,0.0
Dev-selected Fixed,pair5_evolcodellama_toolace,tmath,0.6,0.37097900666666667,0.6125102066666667,19965450.333333332,17867778.333333332,2097672.0,0.37097900666666667,0.0
Dev-selected Fixed,pair6_llama32_abliterated_deepseek3b,countries,0.6,0.545,0.6138358500000001,4247546.5,2870834.5,1376712.0,0.545,0.0
Dev-selected Fixed,pair6_llama32_abliterated_deepseek3b,tipsheets,0.6,0.694,0.6142487739999999,7867268.4,6490556.4,1376712.0,0.694,0.0
Dev-selected Fixed,pair6_llama32_abliterated_deepseek3b,hotpotqa,0.6,0.696,0.614444116,9538658.0,8161946.0,1376712.0,0.696,0.0
Dev-selected Fixed,pair6_llama32_abliterated_deepseek3b,qasper,0.6,0.302,0.614288486,344982896.8,343606184.8,1376712.0,0.302,0.0
Dev-selected Fixed,pair6_llama32_abliterated_deepseek3b,musique,0.6,0.404,0.614284792,26248585.2,24871873.2,1376712.0,0.404,0.0
Dev-selected Fixed,pair6_llama32_abliterated_deepseek3b,multifieldqa_en,0.6,0.49333333333333335,0.6142735466666667,491540097.3333333,490163385.3333333,1376712.0,0.49333333333333335,0.0
Dev-selected Fixed,pair6_llama32_abliterated_deepseek3b,twowikimqa,0.6,0.41,0.6142802599999999,507457192.5,506080480.5,1376712.0,0.41,0.0
Dev-selected Fixed,pair6_llama32_abliterated_deepseek3b,tmath,0.6,0.33793254666666667,0.6142966033333334,15293595.666666666,13916883.666666666,1376712.0,0.33793254666666667,0.0
Dev-selected Fixed,pair7_qwen25_uncensored_bespoke,countries,0.6,0.495,0.6140593,3719949.24,2113861.24,1606088.0,0.495,0.0
Dev-selected Fixed,pair7_qwen25_uncensored_bespoke,tipsheets,0.6,0.95,0.6143386319999999,5593133.856,3987045.856,1606088.0,0.95,0.0
Dev-selected Fixed,pair7_qwen25_uncensored_bespoke,hotpotqa,0.6,0.466,0.6143471199999999,6550777.632,4944689.632,1606088.0,0.466,0.0
Dev-selected Fixed,pair7_qwen25_uncensored_bespoke,qasper,0.6,0.204,0.614291874,177660712.848,176054624.848,1606088.0,0.204,0.0
Dev-selected Fixed,pair7_qwen25_uncensored_bespoke,musique,0.6,0.332,0.614282958,15345702.984,13739614.984,1606088.0,0.332,0.0
Dev-selected Fixed,pair7_qwen25_uncensored_bespoke,multifieldqa_en,0.6,0.41333333333333333,0.61428884,255767116.08,254161028.08,1606088.0,0.38,-0.08771929824561402
Dev-selected Fixed,pair7_qwen25_uncensored_bespoke,twowikimqa,0.6,0.175,0.61427428,268925395.08,267319307.08,1606088.0,0.175,0.0
Dev-selected Fixed,pair7_qwen25_uncensored_bespoke,tmath,0.6,0.3312985833333333,0.6143839933333334,9311532.96,7705444.96,1606088.0,0.3312985833333333,0.0
Per-task Best Fixed,pair1_llama31_same,countries,0.6,0.585,0.6122411499999999,7378074.5,5280402.5,2097672.0,0.585,0.0
Per-task Best Fixed,pair1_llama31_same,tipsheets,0.6,0.902,0.6124680339999999,11502883.6,9405211.6,2097672.0,0.902,0.0
Per-task Best Fixed,pair1_llama31_same,qasper,0.6,0.316,0.6125026880000001,395657910.4,393560238.4,2097672.0,0.316,0.0
Per-task Best Fixed,pair1_llama31_same,multifieldqa_en,0.4,0.5133333333333333,0.41876210666666663,385350248.0,383252576.0,2097672.0,0.5133333333333333,0.0
Per-task Best Fixed,pair1_llama31_same,twowikimqa,0.6,0.415,0.6124945549999999,580803008.5,578705336.5,2097672.0,0.415,0.0
Per-task Best Fixed,pair1_llama31_same,tmath,0.6,0.3608801166666667,0.6125102066666667,19965450.333333332,17867778.333333332,2097672.0,0.3608801166666667,0.0
Per-task Best Fixed,pair2_llama32_same,countries,0.6,0.58,0.614028295,6010546.5,4633834.5,1376712.0,0.58,0.0
