comparison,n_cells,score_delta,ci_low,ci_high,p_delta_gt_zero,budget_multisets_identical,max_budget_multiset_error,max_realized_budget_multiset_error,macro_realized_mean_budget_delta
normal B-ReKV - shuffled budgets,54,0.00708380401234568,0.002373251026234568,0.011763854001543205,0.9987,True,0.0,0.00045800000000001395,-2.998395061733268e-07
