pair,task,baseline_method,n,brekv_score,brekv_actual_budget,matched_baseline_score,score_delta,lower_ratio,upper_ratio,interpolation_weight,lower_actual_budget,upper_actual_budget
pair7_qwen25_uncensored_bespoke,countries,ReKV,200,0.485,0.4008138700000001,0.4124722907607122,0.07252770923928781,0.35,0.4,0.5679299160064745,0.37341961999999973,0.42165488500000037
pair7_qwen25_uncensored_bespoke,countries,ValueNorm/Evict,200,0.485,0.4008138700000001,0.005,0.48,0.35,0.4,0.5679299160064745,0.37341961999999973,0.42165488500000037
pair7_qwen25_uncensored_bespoke,countries,Random,200,0.485,0.4008138700000001,0.09567929916006475,0.38932070083993525,0.35,0.4,0.5679299160064745,0.37341961999999973,0.42165488500000037
pair7_qwen25_uncensored_bespoke,hotpotqa,ReKV,500,0.352,0.38534502800000026,0.38461656351772694,-0.03261656351772696,0.35,0.4,0.25448321222026604,0.37304878599999963,0.4213672659999994
pair7_qwen25_uncensored_bespoke,hotpotqa,ValueNorm/Evict,500,0.352,0.38534502800000026,0.1693407241287402,0.18265927587125977,0.35,0.4,0.25448321222026604,0.37304878599999963,0.4213672659999994
pair7_qwen25_uncensored_bespoke,hotpotqa,Random,500,0.352,0.38534502800000026,0.14614346279104853,0.20585653720895145,0.35,0.4,0.25448321222026604,0.37304878599999963,0.4213672659999994
pair7_qwen25_uncensored_bespoke,multifieldqa_en,ReKV,150,0.31333333333333335,0.35847211333333345,0.3892543125742141,-0.07592097924088076,0.3,0.35,0.694073443066059,0.3250012266666666,0.37322506666666677
pair7_qwen25_uncensored_bespoke,multifieldqa_en,ValueNorm/Evict,150,0.31333333333333335,0.35847211333333345,0.09442960438930903,0.21890372894402432,0.3,0.35,0.694073443066059,0.3250012266666666,0.37322506666666677
pair7_qwen25_uncensored_bespoke,multifieldqa_en,Random,150,0.31333333333333335,0.35847211333333345,0.15646911476886863,0.15686421856446472,0.3,0.35,0.694073443066059,0.3250012266666666,0.37322506666666677
pair7_qwen25_uncensored_bespoke,musique,ReKV,500,0.224,0.34411705199999976,0.24270467752001407,-0.018704677520014062,0.3,0.35,0.3977304171431916,0.32493689399999987,0.37316090999999973
pair7_qwen25_uncensored_bespoke,musique,ValueNorm/Evict,500,0.224,0.34411705199999976,0.15393191251429572,0.07006808748570428,0.3,0.35,0.3977304171431916,0.32493689399999987,0.37316090999999973
pair7_qwen25_uncensored_bespoke,musique,Random,500,0.224,0.34411705199999976,0.09438638250285915,0.12961361749714084,0.3,0.35,0.3977304171431916,0.32493689399999987,0.37316090999999973
pair7_qwen25_uncensored_bespoke,qasper,ReKV,500,0.172,0.36837178999999987,0.19539745198411995,-0.023397451984119966,0.3,0.35,0.8995753306866591,0.3249975599999999,0.37321389999999943
pair7_qwen25_uncensored_bespoke,qasper,ValueNorm/Evict,500,0.172,0.36837178999999987,0.06639320529098655,0.10560679470901344,0.3,0.35,0.8995753306866591,0.3249975599999999,0.37321389999999943
pair7_qwen25_uncensored_bespoke,qasper,Random,500,0.172,0.36837178999999987,0.0730042466931334,0.09899575330686658,0.3,0.35,0.8995753306866591,0.3249975599999999,0.37321389999999943
pair7_qwen25_uncensored_bespoke,tipsheets,ReKV,500,0.916,0.39804663599999973,0.9051050448740445,0.010894955125955508,0.35,0.4,0.5175074790074097,0.3730244579999994,0.42137579399999964
pair7_qwen25_uncensored_bespoke,tipsheets,ValueNorm/Evict,500,0.916,0.39804663599999973,0.0019299700839703615,0.9140700299160297,0.35,0.4,0.5175074790074097,0.3730244579999994,0.42137579399999964
pair7_qwen25_uncensored_bespoke,tipsheets,Random,500,0.916,0.39804663599999973,0.1071750747900741,0.808824925209926,0.35,0.4,0.5175074790074097,0.3730244579999994,0.42137579399999964
pair7_qwen25_uncensored_bespoke,tmath,ReKV,300,0.32942261333333334,0.39069366666666683,0.33091778830264185,-0.0014951749693085103,0.35,0.4,0.3619619968455658,0.3733133133333333,0.42133038000000056
pair7_qwen25_uncensored_bespoke,tmath,ValueNorm/Evict,300,0.32942261333333334,0.39069366666666683,0.32866676703790004,0.0007558462954332934,0.35,0.4,0.3619619968455658,0.3733133133333333,0.42133038000000056
pair7_qwen25_uncensored_bespoke,tmath,Random,300,0.32942261333333334,0.39069366666666683,0.3307033881018434,-0.0012807747685100734,0.35,0.4,0.3619619968455658,0.3733133133333333,0.42133038000000056
pair7_qwen25_uncensored_bespoke,twowikimqa,ReKV,200,0.17,0.3416963749999999,0.16365739138930321,0.006342608610696798,0.3,0.35,0.34629565557212894,0.32500169000000023,0.3732110300000002
pair7_qwen25_uncensored_bespoke,twowikimqa,ValueNorm/Evict,200,0.17,0.3416963749999999,0.050194434833581936,0.11980556516641808,0.3,0.35,0.34629565557212894,0.32500169000000023,0.3732110300000002
pair7_qwen25_uncensored_bespoke,twowikimqa,Random,200,0.17,0.3416963749999999,0.04173147827786065,0.12826852172213937,0.3,0.35,0.34629565557212894,0.32500169000000023,0.3732110300000002
